"","Kingdom","Phylum","Class","Order","Family","Genus"
"ESV337","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae","Terrabacter"
"ESV338","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Pseudarthrobacter"
"ESV339","Bacteria","Proteobacteria","Betaproteobacteria","SC-I-84",NA,NA
"ESV340","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfurellales","Desulfurellaceae","H16"
"ESV342","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Pseudarthrobacter"
"ESV343","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys"
"ESV344","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA
"ESV346","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Aminobacter"
"ESV347","Bacteria","Acidobacteria","Subgroup_17",NA,NA,NA
"ESV349","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Dactylosporangium"
"ESV350","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae","Aetherobacter"
"ESV352","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA
"ESV353","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",NA
"ESV355","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Pseudarthrobacter"
"ESV356","Bacteria","Chloroflexi","KD4-96",NA,NA,NA
"ESV357","Bacteria","Cyanobacteria","Cyanobacteria","SubsectionIII","FamilyI",NA
"ESV358","Bacteria","Cyanobacteria","Cyanobacteria","SubsectionIII","FamilyI","Microcoleus"
"ESV360","Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira"
"ESV362","Bacteria","Cyanobacteria","Cyanobacteria","SubsectionIII","FamilyI",NA
"ESV363","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"ESV365","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia"
"ESV366","Bacteria","Acidobacteria","Blastocatellia","Blastocatellales","Blastocatellaceae_(Subgroup_4)","RB41"
"ESV367","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","DA101_soil_group",NA
"ESV368","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Variibacter"
"ESV369","Bacteria","Acidobacteria","Subgroup_6",NA,NA,NA
"ESV370","Bacteria","Acidobacteria","Subgroup_6",NA,NA,NA
"ESV371","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"ESV372","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Pseudarthrobacter"
"ESV374","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",NA
"ESV376","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","DA101_soil_group",NA
"ESV378","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"ESV379","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys"
"ESV380","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys"
"ESV381","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"ESV382","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA
"ESV384","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Skermanella"
"ESV385","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae",NA
"ESV386","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae",NA
"ESV387","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadales_Incertae_Sedis","Steroidobacter"
"ESV389","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae","Aetherobacter"
"ESV390","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","DA101_soil_group",NA
"ESV391","Bacteria","Cyanobacteria","Cyanobacteria","SubsectionIII","FamilyI",NA
"ESV392","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Pseudarthrobacter"
"ESV393","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae",NA
"ESV394","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae",NA
"ESV395","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys"
"ESV396","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae",NA
"ESV397","Bacteria","Acidobacteria","Blastocatellia","Blastocatellales","Blastocatellaceae_(Subgroup_4)","RB41"
"ESV398","Bacteria","Chloroflexi","KD4-96",NA,NA,NA
"ESV399","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfurellales","Desulfurellaceae","H16"
"ESV400","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella"
"ESV401","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA
"ESV402","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys"
"ESV403","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","Roseiflexus"
"ESV405","Bacteria","Acidobacteria","Subgroup_6",NA,NA,NA
"ESV406","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae",NA
"ESV407","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA
"ESV408","Bacteria","Cyanobacteria","Cyanobacteria","SubsectionIII","FamilyI","Microcoleus"
"ESV409","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","Roseiflexus"
"ESV410","Bacteria","Firmicutes","Bacilli","Bacillales",NA,NA
"ESV412","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Variibacter"
"ESV413","Bacteria","Proteobacteria","Betaproteobacteria","B1-7BS",NA,NA
"ESV415","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfurellales","Desulfurellaceae","G55"
"ESV416","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys"
"ESV417","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","DA101_soil_group",NA
"ESV418","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys"
"ESV423","Bacteria","Proteobacteria","Betaproteobacteria","SC-I-84",NA,NA
"ESV425","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","DA101_soil_group",NA
"ESV426","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Piscinibacter"
"ESV427","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter"
"ESV428","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Xiphinematobacteraceae","Candidatus_Xiphinematobacter"
"ESV430","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae",NA
"ESV431","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfurellales","Desulfurellaceae","H16"
"ESV433","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae",NA
"ESV434","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Luteimonas"
"ESV435","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter"
"ESV437","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Devosia"
"ESV438","Bacteria","Chloroflexi","KD4-96",NA,NA,NA
"ESV439","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",NA
"ESV441","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"ESV442","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"ESV443","Bacteria","Chloroflexi","KD4-96",NA,NA,NA
"ESV446","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella"
"ESV448","Bacteria","Firmicutes","Bacilli","Bacillales",NA,NA
"ESV450","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","DA101_soil_group",NA
"ESV451","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium"
"ESV452","Bacteria","Chloroflexi","KD4-96",NA,NA,NA
"ESV453","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Piscinibacter"
"ESV454","Bacteria","Proteobacteria","Betaproteobacteria","SC-I-84",NA,NA
"ESV455","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Nitrobacter"
"ESV457","Bacteria","Acidobacteria","Subgroup_6",NA,NA,NA
"ESV458","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae",NA
"ESV459","Bacteria","Cyanobacteria","Cyanobacteria","SubsectionIII","FamilyI",NA
"ESV463","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae","Microvirga"
"ESV464","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae",NA
"ESV465","Bacteria","Acidobacteria","Subgroup_6",NA,NA,NA
"ESV466","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae",NA
"ESV467","Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA
"ESV468","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus"
"ESV469","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys"
"ESV470","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadales_Incertae_Sedis","Steroidobacter"
"ESV471","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Pseudarthrobacter"
"ESV473","Bacteria","Cyanobacteria","Cyanobacteria","SubsectionIII","FamilyI",NA
"ESV474","Bacteria","Chloroflexi","KD4-96",NA,NA,NA
"ESV475","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella"
"ESV476","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhodobiaceae",NA
"ESV479","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae",NA
"ESV480","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Skermanella"
"ESV481","Bacteria","Cyanobacteria","Cyanobacteria","SubsectionIII","FamilyI","Microcoleus"
"ESV483","Bacteria","Chloroflexi","KD4-96",NA,NA,NA
"ESV485","Bacteria","Acidobacteria","Subgroup_6",NA,NA,NA
"ESV486","Bacteria","Acidobacteria","Blastocatellia","Blastocatellales","Blastocatellaceae_(Subgroup_4)","RB41"
"ESV488","Bacteria","Proteobacteria","Betaproteobacteria","SC-I-84",NA,NA
"ESV489","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"ESV490","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Variibacter"
"ESV491","Bacteria","Acidobacteria","Blastocatellia","Blastocatellales","Blastocatellaceae_(Subgroup_4)","RB41"
"ESV493","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Archangiaceae","Archangium"
"ESV495","Bacteria","Proteobacteria","Betaproteobacteria","SC-I-84",NA,NA
"ESV496","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"ESV498","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae","Aetherobacter"
"ESV500","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"ESV502","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadales_Incertae_Sedis","Acidibacter"
"ESV503","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Variibacter"
"ESV506","Bacteria","Proteobacteria","Betaproteobacteria","SC-I-84",NA,NA
"ESV509","Bacteria","Cyanobacteria","Cyanobacteria","SubsectionIII","FamilyI","Microcoleus"
"ESV512","Bacteria","Cyanobacteria","Cyanobacteria","SubsectionIII","FamilyI","Phormidium"
"ESV515","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","DA101_soil_group",NA
"ESV516","Bacteria","Chloroflexi","KD4-96",NA,NA,NA
"ESV517","Bacteria","Chloroflexi","KD4-96",NA,NA,NA
"ESV518","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","DA101_soil_group",NA
"ESV519","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium"
"ESV520","Bacteria","Proteobacteria","Betaproteobacteria","SC-I-84",NA,NA
"ESV521","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","DA101_soil_group",NA
"ESV522","Bacteria","Acidobacteria","Subgroup_17",NA,NA,NA
"ESV523","Bacteria","Cyanobacteria","Cyanobacteria","SubsectionIII","FamilyI","Phormidium"
"ESV524","Bacteria","Chloroflexi","KD4-96",NA,NA,NA
"ESV525","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae",NA
"ESV526","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys"
"ESV527","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium"
"ESV528","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bradyrhizobium"
"ESV529","Bacteria","Acidobacteria","Subgroup_6",NA,NA,NA
"ESV530","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Paucimonas"
"ESV531","Bacteria","Proteobacteria","Betaproteobacteria","SC-I-84",NA,NA
"ESV532","Bacteria","Cyanobacteria","Cyanobacteria","SubsectionIII","FamilyI","Microcoleus"
"ESV534","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","DA101_soil_group",NA
"ESV535","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Frankiaceae","Jatrophihabitans"
"ESV536","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"ESV538","Bacteria","Cyanobacteria","Cyanobacteria","SubsectionIII","FamilyI",NA
"ESV539","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae",NA
"ESV540","Bacteria","Chloroflexi","Thermomicrobia","JG30-KF-CM45",NA,NA
"ESV542","Bacteria","Acidobacteria","Subgroup_6",NA,NA,NA
"ESV543","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Variibacter"
"ESV544","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Dactylosporangium"
"ESV545","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Luteimonas"
"ESV546","Bacteria","Acidobacteria","Blastocatellia","Blastocatellales","Blastocatellaceae_(Subgroup_4)","RB41"
"ESV548","Bacteria","Proteobacteria","Betaproteobacteria","SC-I-84",NA,NA
"ESV549","Bacteria","Proteobacteria","Betaproteobacteria","SC-I-84",NA,NA
"ESV550","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bradyrhizobium"
"ESV551","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadales_Incertae_Sedis","Steroidobacter"
"ESV552","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella"
"ESV553","Bacteria","Cyanobacteria","Cyanobacteria","SubsectionIII","FamilyI",NA
"ESV554","Bacteria","Cyanobacteria","Cyanobacteria","SubsectionIII","FamilyI",NA
"ESV556","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Dactylosporangium"
"ESV557","Bacteria","Acidobacteria","Subgroup_17",NA,NA,NA
"ESV558","Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira"
"ESV559","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas"
"ESV560","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Piscinibacter"
"ESV562","Bacteria","Cyanobacteria","Cyanobacteria","SubsectionIII","FamilyI",NA
"ESV563","Bacteria","Chloroflexi","KD4-96",NA,NA,NA
"ESV564","Bacteria","Acidobacteria","Solibacteres","Solibacterales","Solibacteraceae_(Subgroup_3)","Bryobacter"
"ESV565","Bacteria","Chloroflexi","KD4-96",NA,NA,NA
"ESV566","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadales_Incertae_Sedis","Steroidobacter"
"ESV567","Bacteria","Cyanobacteria","Cyanobacteria","SubsectionIII","FamilyI",NA
"ESV568","Bacteria","Acidobacteria","Subgroup_6",NA,NA,NA
"ESV569","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Archangiaceae","Archangium"
"ESV570","Bacteria","Acidobacteria","Subgroup_6",NA,NA,NA
"ESV571","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"ESV574","Bacteria","Acidobacteria","Subgroup_6",NA,NA,NA
"ESV575","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"ESV576","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadales_Incertae_Sedis","Steroidobacter"
"ESV577","Bacteria","Cyanobacteria","Cyanobacteria","SubsectionIII","FamilyI","Microcoleus"
"ESV578","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfurellales","Desulfurellaceae","H16"
"ESV579","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",NA
"ESV580","Bacteria","Acidobacteria","Subgroup_6",NA,NA,NA
"ESV581","Bacteria","Firmicutes","Bacilli","Bacillales","Alicyclobacillaceae","Tumebacillus"
"ESV583","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Ramlibacter"
"ESV584","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",NA
"ESV586","Bacteria","Acidobacteria","Subgroup_6",NA,NA,NA
"ESV588","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Variibacter"
"ESV589","Bacteria","Chloroflexi","Thermomicrobia","JG30-KF-CM45",NA,NA
"ESV590","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys"
"ESV591","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae",NA
"ESV595","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",NA
"ESV596","Bacteria","Acidobacteria","Blastocatellia","Blastocatellales","Blastocatellaceae_(Subgroup_4)","RB41"
"ESV597","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys"
"ESV598","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter"
"ESV599","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",NA
"ESV600","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA
"ESV601","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillales_Incertae_Sedis","Reyranella"
"ESV602","Bacteria","Actinobacteria","MB-A2-108",NA,NA,NA
"ESV603","Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"ESV605","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella"
"ESV606","Bacteria","Cyanobacteria","Cyanobacteria","SubsectionIII","FamilyI",NA
"ESV607","Bacteria","Chloroflexi","KD4-96",NA,NA,NA
"ESV609","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae",NA
"ESV610","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Arenimonas"
"ESV611","Bacteria","Cyanobacteria","Cyanobacteria","SubsectionIII","FamilyI",NA
"ESV612","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Cellulomonadaceae","Cellulomonas"
"ESV613","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Nitrobacter"
"ESV614","Bacteria","Acidobacteria","Subgroup_6",NA,NA,NA
"ESV615","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","DA101_soil_group",NA
"ESV616","Bacteria","Cyanobacteria","Cyanobacteria","SubsectionIII","FamilyI",NA
"ESV617","Bacteria","Acidobacteria","Subgroup_6",NA,NA,NA
